sample,species
044272.png,fagus
035590.png,betula
070977.png,tilia
052483.png,carpinus
072687.png,tilia
062807.png,betula
056866.png,corylus
075091.png,tilia
095181.png,salix
026015.png,quercus
113501.png,carpinus
001158.png,betula
040423.png,alnus
095044.png,salix
079451.png,poaceae
054336.png,urticaceae
014636.png,picea
059800.png,alnus
082294.png,poaceae
098170.png,fagus
009943.png,corylus
107771.png,pinus
054732.png,quercus
058399.png,cupressaceae
058901.png,fagus
084910.png,fagus
058341.png,fagus
090747.png,corylus
078379.png,cupressaceae
033709.png,quercus
042518.png,corylus
086756.png,tilia
001005.png,corylus
014866.png,corylus
034017.png,alnus
013600.png,fraxinus
086628.png,corylus
057771.png,populus
028373.png,carpinus
036921.png,tilia
052071.png,cupressaceae
035155.png,carpinus
008479.png,cupressaceae
016248.png,populus
072051.png,salix
022922.png,urticaceae
021394.png,quercus
014661.png,betula
097114.png,urticaceae
054662.png,quercus
084743.png,betula
078354.png,quercus
104533.png,populus
091942.png,fagus
094188.png,tilia
075405.png,fagus
042972.png,populus
058281.png,cupressaceae
088718.png,picea
000602.png,fagus
018805.png,carpinus
111316.png,pinus
079241.png,tilia
019591.png,fraxinus
001001.png,poaceae
062508.png,pinus
097152.png,populus
059454.png,picea
101920.png,fagus
102065.png,salix
093002.png,corylus
094283.png,poaceae
053723.png,salix
041184.png,cupressaceae
020078.png,fagus
047520.png,picea
086254.png,salix
011068.png,poaceae
081198.png,urticaceae
025878.png,betula
061317.png,fraxinus
110546.png,picea
072657.png,quercus
016708.png,fagus
018920.png,tilia
016369.png,carpinus
019204.png,urticaceae
087097.png,quercus
063164.png,corylus
072409.png,cupressaceae
100816.png,fagus
098366.png,corylus
027693.png,populus
024662.png,tilia
069487.png,poaceae
101943.png,cupressaceae
062584.png,quercus
061138.png,quercus
040818.png,quercus
084897.png,betula
029047.png,carpinus
064742.png,betula
053358.png,populus
010929.png,picea
064834.png,salix
015932.png,fagus
079989.png,salix
098990.png,populus
112158.png,tilia
022773.png,tilia
034285.png,quercus
069294.png,fagus
012349.png,pinus
066471.png,populus
113772.png,urticaceae
062674.png,fraxinus
000808.png,quercus
043367.png,pinus
111416.png,fraxinus
108779.png,betula
044628.png,fagus
113451.png,cupressaceae
097837.png,pinus
051751.png,cupressaceae
071433.png,fraxinus
008394.png,fraxinus
007451.png,alnus
026374.png,betula
106937.png,cupressaceae
001252.png,fagus
089642.png,urticaceae
030302.png,quercus
054718.png,cupressaceae
041155.png,cupressaceae
024617.png,cupressaceae
100635.png,carpinus
037037.png,quercus
112389.png,fagus
026493.png,populus
018415.png,fraxinus
042457.png,fraxinus
052739.png,alnus
060579.png,populus
076235.png,poaceae
061787.png,carpinus
033697.png,quercus
104305.png,urticaceae
047826.png,pinus
083870.png,fraxinus
110737.png,picea
020028.png,picea
066794.png,salix
018873.png,alnus
050355.png,fagus
040034.png,picea
016231.png,fraxinus
030351.png,poaceae
081168.png,picea
042520.png,poaceae
054283.png,cupressaceae
049970.png,corylus
038805.png,fraxinus
065487.png,pinus
005072.png,picea
019116.png,corylus
047033.png,pinus
054112.png,fraxinus
032725.png,salix
066110.png,urticaceae
071949.png,populus
062081.png,pinus
035264.png,tilia
110046.png,carpinus
033011.png,fagus
081565.png,poaceae
019017.png,salix
091873.png,quercus
030949.png,picea
072141.png,picea
036702.png,corylus
069271.png,populus
072106.png,urticaceae
071428.png,alnus
023263.png,picea
053252.png,salix
007030.png,alnus
030588.png,cupressaceae
032552.png,pinus
096731.png,picea
043186.png,fagus
061102.png,carpinus
026319.png,fraxinus
003789.png,fagus
040476.png,picea
041683.png,cupressaceae
064677.png,salix
099896.png,betula
004288.png,fagus
018632.png,picea
092679.png,pinus
010112.png,corylus
083677.png,betula
017015.png,betula
047239.png,betula
029922.png,poaceae
063346.png,alnus
066805.png,urticaceae
035085.png,fraxinus
087889.png,salix
065922.png,betula
029235.png,carpinus
090737.png,poaceae
051636.png,pinus
104163.png,populus
051123.png,carpinus
105597.png,salix
050872.png,urticaceae
030706.png,urticaceae
037569.png,fagus
110024.png,carpinus
100184.png,picea
091518.png,urticaceae
036119.png,salix
048867.png,fagus
039695.png,fraxinus
038045.png,fagus
108041.png,poaceae
044319.png,fagus
041729.png,tilia
012057.png,fagus
023011.png,corylus
010504.png,populus
009419.png,alnus
069609.png,urticaceae
098132.png,urticaceae
073374.png,populus
110464.png,pinus
078978.png,salix
005268.png,poaceae
111978.png,salix
038634.png,tilia
070401.png,cupressaceae
014451.png,alnus
089845.png,tilia
051242.png,alnus
054530.png,corylus
080987.png,populus
093147.png,alnus
008340.png,fagus
109452.png,fraxinus
086831.png,cupressaceae
061174.png,tilia
056530.png,quercus
079005.png,fagus
066234.png,alnus
030580.png,cupressaceae
072524.png,picea
088209.png,cupressaceae
087354.png,picea
080506.png,salix
006372.png,salix
071970.png,betula
096701.png,pinus
057663.png,cupressaceae
044386.png,salix
112491.png,poaceae
052498.png,cupressaceae
062895.png,fagus
001043.png,poaceae
055728.png,corylus
021177.png,populus
028996.png,poaceae
095579.png,corylus
098481.png,picea
008494.png,fraxinus
004580.png,carpinus
047604.png,alnus
015974.png,cupressaceae
070072.png,cupressaceae
110266.png,salix
061881.png,fagus
099142.png,populus
011774.png,cupressaceae
007910.png,carpinus
045283.png,pinus
103791.png,urticaceae
106495.png,carpinus
095948.png,populus
069693.png,alnus
021699.png,tilia
010489.png,fraxinus
107143.png,tilia
029873.png,alnus
106897.png,populus
040802.png,fagus
103158.png,poaceae
037023.png,betula
023544.png,salix
080143.png,urticaceae
034090.png,urticaceae
062458.png,fagus
005254.png,picea
064882.png,fraxinus
111560.png,corylus
017549.png,poaceae
079175.png,betula
049230.png,fraxinus
109708.png,pinus
023996.png,corylus
035082.png,tilia
008735.png,corylus
071347.png,alnus
105778.png,poaceae
028371.png,populus
106197.png,tilia
103555.png,urticaceae
022714.png,populus
003563.png,tilia
107905.png,corylus
079183.png,fagus
084394.png,picea
114988.png,salix
030332.png,urticaceae
067452.png,betula
017382.png,alnus
111247.png,cupressaceae
082056.png,alnus
107448.png,corylus
062241.png,betula
049538.png,fagus
006456.png,fagus
048503.png,cupressaceae
033842.png,picea
082105.png,cupressaceae
055476.png,fagus
072330.png,betula
039995.png,pinus
093133.png,carpinus
047568.png,corylus
103544.png,fagus
009810.png,fraxinus
067558.png,picea
064936.png,pinus
056780.png,tilia
104009.png,carpinus
015598.png,fagus
106249.png,pinus
101241.png,quercus
034060.png,carpinus
032927.png,poaceae
068890.png,cupressaceae
094054.png,fagus
049497.png,picea
058188.png,picea
083708.png,carpinus
059134.png,alnus
038165.png,corylus
070633.png,poaceae
089289.png,quercus
097308.png,carpinus
107600.png,pinus
090738.png,cupressaceae
001100.png,tilia
068668.png,carpinus
091198.png,tilia
029460.png,poaceae
044516.png,salix
110043.png,salix
015346.png,alnus
105258.png,alnus
077904.png,corylus
091876.png,corylus
034705.png,fraxinus
078297.png,salix
037483.png,cupressaceae
041237.png,picea
071698.png,populus
046816.png,tilia
098537.png,pinus
076158.png,betula
037255.png,urticaceae
000523.png,urticaceae
012491.png,pinus
023341.png,populus
083534.png,poaceae
109649.png,salix
060017.png,carpinus
104816.png,populus
005357.png,carpinus
036773.png,corylus
055001.png,pinus
025285.png,urticaceae
094116.png,picea
061077.png,carpinus
076335.png,urticaceae
090207.png,cupressaceae
093064.png,cupressaceae
103408.png,betula
018579.png,poaceae
075226.png,fagus
057438.png,salix
112307.png,populus
096005.png,tilia
079899.png,urticaceae
108737.png,tilia
067968.png,fraxinus
089449.png,fagus
077861.png,cupressaceae
007896.png,pinus
091403.png,fraxinus
035389.png,salix
003922.png,fraxinus
096559.png,betula
092520.png,urticaceae
109790.png,betula
041970.png,cupressaceae
037398.png,pinus
081623.png,poaceae
072779.png,urticaceae
065565.png,fagus
040212.png,corylus
106615.png,urticaceae
077775.png,cupressaceae
039810.png,fagus
049227.png,fagus
090511.png,picea
027060.png,pinus
073192.png,tilia
052530.png,fagus
093513.png,alnus
025760.png,fagus
074735.png,salix
032968.png,tilia
065783.png,cupressaceae
099669.png,quercus
099252.png,alnus
070730.png,cupressaceae
085468.png,salix
111226.png,pinus
044543.png,populus
006452.png,urticaceae
078922.png,betula
035864.png,pinus
026022.png,betula
036632.png,picea
049771.png,salix
079622.png,urticaceae
020052.png,fraxinus
101888.png,pinus
082604.png,quercus
091109.png,tilia
016279.png,fraxinus
078336.png,carpinus
030930.png,fraxinus
103868.png,pinus
056445.png,cupressaceae
094911.png,betula
025336.png,carpinus
031069.png,populus
007536.png,populus
049843.png,fagus
102771.png,salix
083149.png,salix
043937.png,picea
057381.png,quercus
066181.png,picea
072380.png,corylus
074206.png,alnus
102281.png,pinus
080811.png,populus
067552.png,populus
013056.png,tilia
068671.png,tilia
096578.png,picea
028142.png,fraxinus
016931.png,populus
003189.png,salix
054653.png,corylus
001067.png,cupressaceae
048507.png,poaceae
049730.png,fagus
009927.png,alnus
043264.png,fraxinus
108739.png,corylus
024099.png,picea
082491.png,fagus
111391.png,fagus
062675.png,populus
029149.png,alnus
093510.png,poaceae
114388.png,picea
082861.png,carpinus
062488.png,populus
096764.png,salix
013402.png,populus
002196.png,carpinus
066734.png,salix
090208.png,quercus
095380.png,fraxinus
068872.png,betula
010890.png,fraxinus
100454.png,pinus
090348.png,poaceae
034524.png,picea
003381.png,populus
064036.png,fagus
081266.png,poaceae
058907.png,corylus
091501.png,fagus
065163.png,urticaceae
101913.png,alnus
103667.png,carpinus
053964.png,betula
111598.png,carpinus
055117.png,populus
083118.png,quercus
016680.png,fraxinus
102723.png,quercus
035245.png,tilia
079148.png,pinus
070425.png,fagus
068574.png,tilia
053839.png,salix
106987.png,cupressaceae
114240.png,corylus
030394.png,poaceae
024143.png,betula
084039.png,picea
036975.png,tilia
084495.png,quercus
058809.png,cupressaceae
008654.png,urticaceae
061920.png,alnus
091030.png,fagus
038890.png,urticaceae
068715.png,pinus
049382.png,betula
007059.png,urticaceae
089866.png,corylus
001194.png,fagus
087632.png,salix
041292.png,cupressaceae
010068.png,urticaceae
068673.png,picea
088012.png,fagus
088320.png,fraxinus
087457.png,salix
042801.png,cupressaceae
095171.png,alnus
059081.png,fagus
019750.png,salix
038927.png,corylus
036801.png,tilia
047375.png,fagus
080973.png,quercus
069792.png,pinus
094555.png,urticaceae
076646.png,quercus
084033.png,populus
018113.png,salix
031159.png,populus
087246.png,tilia
112272.png,quercus
096704.png,tilia
101539.png,poaceae
054892.png,cupressaceae
093427.png,corylus
029453.png,populus
045714.png,tilia
081642.png,cupressaceae
044085.png,corylus
059537.png,fagus
093034.png,alnus
091447.png,fraxinus
003846.png,carpinus
042270.png,corylus
071013.png,cupressaceae
058904.png,salix
005244.png,picea
017016.png,fagus
001113.png,quercus
100827.png,tilia
115066.png,fagus
083448.png,betula
058309.png,fraxinus
038674.png,tilia
104539.png,picea
093300.png,fraxinus
001816.png,urticaceae
031290.png,alnus
013286.png,quercus
089075.png,poaceae
090399.png,quercus
046968.png,carpinus
007665.png,poaceae
009951.png,tilia
097438.png,carpinus
036640.png,pinus
065366.png,picea
016060.png,cupressaceae
026998.png,carpinus
049972.png,picea
110289.png,quercus
080894.png,alnus
062824.png,urticaceae
052289.png,salix
051981.png,urticaceae
053633.png,fraxinus
088813.png,alnus
038850.png,populus
056823.png,urticaceae
083350.png,cupressaceae
110664.png,tilia
049287.png,picea
048195.png,betula
086188.png,carpinus
038486.png,cupressaceae
104389.png,picea
050036.png,alnus
047712.png,picea
092572.png,tilia
076908.png,picea
021167.png,corylus
095148.png,fraxinus
083334.png,picea
050221.png,carpinus
094534.png,corylus
098876.png,alnus
089769.png,cupressaceae
075751.png,fraxinus
035986.png,picea
069643.png,pinus
016872.png,fraxinus
016317.png,corylus
113872.png,fraxinus
031120.png,fraxinus
093323.png,corylus
034920.png,tilia
014351.png,poaceae
051798.png,alnus
113826.png,fraxinus
072933.png,fraxinus
013059.png,urticaceae
077297.png,salix
086017.png,pinus
101876.png,fagus
045902.png,picea
079117.png,cupressaceae
007349.png,alnus
037189.png,corylus
042941.png,populus
048536.png,populus
047962.png,cupressaceae
101210.png,corylus
045462.png,urticaceae
067885.png,poaceae
099794.png,poaceae
099205.png,cupressaceae
100763.png,alnus
059772.png,carpinus
103142.png,alnus
068849.png,carpinus
049330.png,carpinus
001781.png,corylus
089092.png,populus
058955.png,alnus
094548.png,fagus
002521.png,alnus
061870.png,corylus
031684.png,poaceae
114539.png,alnus
059898.png,fraxinus
027325.png,cupressaceae
076975.png,picea
041388.png,salix
105138.png,poaceae
052716.png,populus
068003.png,corylus
071531.png,fraxinus
081174.png,salix
114350.png,carpinus
086060.png,tilia
045485.png,corylus
075010.png,tilia
087217.png,salix
017078.png,poaceae
042693.png,fraxinus
036322.png,salix
027300.png,carpinus
021270.png,poaceae
047790.png,betula
003993.png,cupressaceae
060903.png,fraxinus
111098.png,picea
039635.png,carpinus
025571.png,tilia
090458.png,carpinus
049553.png,fagus
039546.png,betula
067865.png,populus
019148.png,alnus
008113.png,betula
072787.png,fagus
022559.png,populus
075585.png,populus
102188.png,quercus
073955.png,tilia
089558.png,cupressaceae
003135.png,populus
113420.png,carpinus
037680.png,urticaceae
076525.png,pinus
099311.png,alnus
077427.png,alnus
032799.png,urticaceae
111637.png,carpinus
069115.png,salix
067296.png,fraxinus
101861.png,picea
050074.png,fraxinus
005411.png,cupressaceae
109782.png,quercus
032115.png,pinus
077084.png,salix
110366.png,betula
006433.png,fraxinus
097274.png,cupressaceae
061490.png,poaceae
067243.png,poaceae
003064.png,carpinus
084542.png,alnus
082447.png,cupressaceae
077794.png,betula
108551.png,picea
096390.png,carpinus
061427.png,tilia
086232.png,urticaceae
079905.png,urticaceae
069766.png,poaceae
005125.png,poaceae
053336.png,poaceae
064513.png,populus
055693.png,carpinus
029520.png,carpinus
030894.png,carpinus
007921.png,corylus
001730.png,corylus
061603.png,salix
044504.png,betula
019848.png,alnus
111623.png,carpinus
095542.png,salix
030587.png,poaceae
013579.png,picea
105728.png,populus
093903.png,poaceae
111408.png,picea
055515.png,picea
108665.png,carpinus
045023.png,fraxinus
072981.png,carpinus
004749.png,pinus
013456.png,urticaceae
084704.png,poaceae
005002.png,fagus
099934.png,populus
040326.png,salix
068760.png,quercus
051130.png,picea
089195.png,carpinus
106125.png,quercus
088677.png,carpinus
019008.png,cupressaceae
108411.png,salix
045579.png,cupressaceae
062395.png,fagus
110319.png,pinus
079861.png,pinus
103231.png,carpinus
090927.png,populus
074080.png,salix
106317.png,cupressaceae
040032.png,cupressaceae
091402.png,picea
095587.png,fraxinus
085388.png,cupressaceae
076752.png,salix
109302.png,quercus
070909.png,poaceae
017952.png,pinus
023704.png,tilia
015179.png,betula
085738.png,salix
102284.png,corylus
087825.png,salix
062312.png,pinus
099516.png,alnus
012934.png,picea
022025.png,salix
102015.png,poaceae
055329.png,pinus
053090.png,populus
066383.png,quercus
111484.png,corylus
026330.png,salix
054849.png,pinus
067368.png,fagus
114052.png,fraxinus
088041.png,salix
082879.png,carpinus
065316.png,corylus
091864.png,salix
079769.png,cupressaceae
022294.png,tilia
094701.png,quercus
031321.png,quercus
096783.png,pinus
061022.png,salix
096831.png,fraxinus
045314.png,poaceae
043119.png,salix
033265.png,urticaceae
075868.png,betula
077327.png,picea
098360.png,pinus
041513.png,fagus
079741.png,corylus
081205.png,alnus
105668.png,urticaceae
111115.png,cupressaceae
044959.png,poaceae
059500.png,tilia
041602.png,pinus
082877.png,urticaceae
015501.png,picea
079226.png,cupressaceae
064947.png,fraxinus
108754.png,quercus
018329.png,picea
047451.png,cupressaceae
009231.png,pinus
018981.png,carpinus
102817.png,alnus
067619.png,pinus
078028.png,tilia
038769.png,quercus
111313.png,picea
041455.png,picea
047035.png,salix
015800.png,quercus
046750.png,cupressaceae
018064.png,carpinus
089625.png,cupressaceae
088311.png,picea
016104.png,fraxinus
112694.png,tilia
076488.png,quercus
029413.png,tilia
092969.png,fagus
078510.png,picea
059335.png,quercus
020452.png,salix
080659.png,populus
061462.png,picea
006040.png,salix
028834.png,populus
000954.png,fagus
047890.png,fraxinus
056809.png,urticaceae
081526.png,alnus
090827.png,cupressaceae
022011.png,alnus
051878.png,urticaceae
106906.png,cupressaceae
061205.png,quercus
010613.png,populus
030664.png,quercus
081547.png,picea
020649.png,urticaceae
001333.png,fraxinus
027168.png,fraxinus
114383.png,carpinus
032625.png,urticaceae
075309.png,fagus
114032.png,populus
027861.png,quercus
017813.png,populus
024748.png,salix
101795.png,tilia
029036.png,poaceae
069017.png,pinus
058763.png,populus
032037.png,cupressaceae
107723.png,fagus
041312.png,alnus
042397.png,salix
084057.png,tilia
056575.png,fraxinus
107995.png,pinus
008476.png,picea
034233.png,urticaceae
024669.png,populus
088809.png,quercus
079287.png,fraxinus
050931.png,picea
011834.png,carpinus
066100.png,fagus
070172.png,quercus
107779.png,tilia
048613.png,fraxinus
080037.png,populus
022923.png,fraxinus
040876.png,fraxinus
041829.png,cupressaceae
053383.png,urticaceae
019577.png,corylus
023705.png,betula
029028.png,picea
074344.png,quercus
058311.png,populus
110920.png,fagus
017675.png,populus
061409.png,fagus
114888.png,picea
091084.png,cupressaceae
078589.png,pinus
082282.png,cupressaceae
042097.png,betula
082809.png,alnus
107770.png,poaceae
019740.png,populus
063109.png,urticaceae
030005.png,poaceae
000220.png,fagus
109610.png,alnus
050345.png,alnus
063767.png,cupressaceae
056410.png,urticaceae
065703.png,picea
040787.png,tilia
077624.png,carpinus
025288.png,fraxinus
003870.png,urticaceae
098161.png,fraxinus
011210.png,salix
085914.png,alnus
005508.png,pinus
019977.png,fagus
051593.png,cupressaceae
031766.png,corylus
090485.png,picea
071525.png,poaceae
024945.png,picea
005664.png,betula
000058.png,carpinus
079027.png,quercus
052468.png,alnus
030502.png,salix
089228.png,carpinus
061277.png,salix
060504.png,cupressaceae
021352.png,poaceae
100989.png,populus
017189.png,salix
001844.png,fagus
004783.png,corylus
023236.png,picea
001500.png,poaceae
114855.png,pinus
054738.png,picea
082541.png,fagus
062706.png,populus
013986.png,pinus
084377.png,carpinus
053799.png,alnus
077002.png,carpinus
003718.png,fraxinus
102147.png,urticaceae
000929.png,salix
071925.png,pinus
034768.png,urticaceae
089312.png,betula
107005.png,urticaceae
083484.png,poaceae
066935.png,alnus
019823.png,tilia
030463.png,cupressaceae
037185.png,populus
092472.png,cupressaceae
070036.png,picea
074326.png,pinus
095612.png,carpinus
082202.png,alnus
082507.png,tilia
018429.png,salix
051504.png,quercus
047967.png,populus
105362.png,cupressaceae
114085.png,picea
037032.png,poaceae
031623.png,pinus
005451.png,picea
015537.png,salix
066205.png,urticaceae
078663.png,cupressaceae
046569.png,carpinus
024323.png,poaceae
054142.png,poaceae
039898.png,quercus
109853.png,alnus
031227.png,corylus
077032.png,fagus
024726.png,alnus
033177.png,alnus
071406.png,fagus
075837.png,pinus
090082.png,salix
114957.png,fraxinus
038620.png,pinus
092400.png,corylus
051143.png,tilia
012513.png,carpinus
083837.png,pinus
046936.png,cupressaceae
001133.png,alnus
108799.png,populus
023613.png,pinus
072610.png,salix
025123.png,poaceae
035555.png,picea
040584.png,populus
053433.png,fagus
086700.png,fagus
027891.png,carpinus
041314.png,carpinus
108351.png,quercus
031781.png,poaceae
084790.png,cupressaceae
080318.png,alnus
109482.png,poaceae
107151.png,tilia
067012.png,pinus
109342.png,cupressaceae
036991.png,tilia
029157.png,populus
086150.png,carpinus
098937.png,pinus
102481.png,urticaceae
016598.png,fagus
016937.png,pinus
065578.png,poaceae
107869.png,fagus
004365.png,cupressaceae
089879.png,urticaceae
047041.png,betula
080693.png,urticaceae
096338.png,corylus
086294.png,fagus
032136.png,poaceae
053521.png,pinus
114165.png,picea
079824.png,carpinus
084762.png,populus
108204.png,cupressaceae
025306.png,urticaceae
061218.png,fraxinus
002966.png,poaceae
089594.png,corylus
039954.png,fraxinus
005376.png,urticaceae
111386.png,tilia
053815.png,pinus
089600.png,fraxinus
040884.png,populus
080984.png,alnus
063447.png,quercus
097300.png,pinus
060980.png,populus
023636.png,quercus
023570.png,tilia
011911.png,betula
047816.png,salix
022953.png,fraxinus
047179.png,fagus
035303.png,fagus
082841.png,betula
051040.png,fagus
036665.png,picea
088714.png,urticaceae
108696.png,alnus
101464.png,carpinus
078194.png,poaceae
034337.png,tilia
065294.png,salix
062853.png,salix
076997.png,pinus
094348.png,pinus
040791.png,populus
083068.png,populus
056700.png,carpinus
068616.png,corylus
003288.png,betula
067449.png,pinus
094973.png,carpinus
052997.png,betula
086010.png,cupressaceae
046315.png,pinus
012008.png,carpinus
114155.png,cupressaceae
012707.png,urticaceae
079424.png,carpinus
084596.png,picea
006375.png,betula
052614.png,alnus
067205.png,picea
045629.png,fagus
103346.png,carpinus
077966.png,urticaceae
055027.png,fagus
058189.png,betula
036130.png,picea
076949.png,tilia
066017.png,fagus
000450.png,salix
026037.png,poaceae
013582.png,salix
004755.png,carpinus
021443.png,betula
065245.png,populus
051191.png,poaceae
068736.png,salix
051557.png,alnus
004883.png,corylus
014173.png,poaceae
023493.png,fraxinus
086650.png,urticaceae
113842.png,corylus
042524.png,quercus
033777.png,fraxinus
062542.png,pinus
045844.png,tilia
086682.png,pinus
089437.png,carpinus
074504.png,alnus
040775.png,poaceae
032043.png,alnus
041971.png,salix
000829.png,tilia
019939.png,carpinus
077639.png,fraxinus
066396.png,urticaceae
043158.png,cupressaceae
109736.png,tilia
039660.png,poaceae
050145.png,poaceae
095254.png,carpinus
023519.png,pinus
061974.png,cupressaceae
004576.png,alnus
041296.png,carpinus
043929.png,tilia
058523.png,populus
025133.png,fagus
019417.png,tilia
030866.png,poaceae
099689.png,betula
034222.png,picea
048410.png,populus
112540.png,corylus
083047.png,fagus
008568.png,carpinus
047811.png,salix
028418.png,pinus
041585.png,alnus
029003.png,tilia
045824.png,betula
093159.png,cupressaceae
098793.png,cupressaceae
076554.png,carpinus
029836.png,corylus
014542.png,populus
042098.png,corylus
035841.png,quercus
108365.png,tilia
012645.png,betula
009449.png,urticaceae
005795.png,populus
059525.png,salix
110208.png,populus
071988.png,alnus
014454.png,picea
112877.png,tilia
074670.png,corylus
018033.png,carpinus
099158.png,quercus
076764.png,poaceae
094140.png,fraxinus
050236.png,pinus
053443.png,poaceae
002223.png,cupressaceae
093724.png,picea
052444.png,fraxinus
026499.png,cupressaceae
030860.png,tilia
086507.png,tilia
038886.png,cupressaceae
018095.png,alnus
006380.png,quercus
113609.png,corylus
056084.png,pinus
035012.png,carpinus
073278.png,picea
095834.png,urticaceae
082779.png,tilia
105492.png,poaceae
037523.png,pinus
067451.png,fraxinus
043357.png,alnus
104994.png,cupressaceae
080146.png,corylus
066929.png,populus
085010.png,fraxinus
078079.png,fagus
060351.png,corylus
097162.png,tilia
093872.png,urticaceae
018782.png,pinus
113886.png,fagus
112144.png,fraxinus
025345.png,salix
103687.png,alnus
061780.png,quercus
110438.png,alnus
085641.png,salix
024017.png,fraxinus
044822.png,fagus
102204.png,poaceae
008300.png,quercus
089838.png,pinus
088489.png,tilia
067440.png,pinus
106649.png,carpinus
072092.png,picea
059921.png,carpinus
027148.png,picea
026837.png,fraxinus
041140.png,urticaceae
011868.png,picea
031583.png,betula
012879.png,picea
020264.png,quercus
033284.png,quercus
075441.png,fraxinus
004546.png,picea
071705.png,betula
092298.png,alnus
047007.png,fagus
027758.png,salix
059026.png,alnus
024816.png,salix
098746.png,corylus
094282.png,quercus
105907.png,cupressaceae
065834.png,betula
024482.png,fraxinus
042499.png,pinus
068865.png,alnus
042485.png,tilia
063983.png,salix
074705.png,urticaceae
039878.png,picea
053670.png,carpinus
009595.png,alnus
102556.png,betula
104877.png,fagus
090531.png,poaceae
048433.png,urticaceae
089105.png,carpinus
113805.png,poaceae
061945.png,betula
020027.png,salix
046494.png,fagus
034923.png,urticaceae
008870.png,fagus
082303.png,poaceae
001545.png,quercus
033149.png,carpinus
029006.png,populus
101014.png,cupressaceae
068556.png,picea
043513.png,salix
022429.png,carpinus
012778.png,fagus
069078.png,fagus
054161.png,tilia
052454.png,fraxinus
038473.png,populus
076709.png,corylus
102306.png,quercus
016477.png,quercus
033170.png,quercus
067988.png,carpinus
051197.png,cupressaceae
093467.png,poaceae
021094.png,quercus
104392.png,betula
053501.png,betula
025815.png,populus
012858.png,cupressaceae
021344.png,fraxinus
047854.png,fagus
098112.png,salix
059015.png,picea
034234.png,betula
035645.png,populus
075478.png,tilia
112985.png,salix
096579.png,alnus
070162.png,picea
074233.png,populus
058454.png,betula
055287.png,poaceae
078538.png,salix
067495.png,picea
044288.png,salix
109541.png,fraxinus
013961.png,populus
099293.png,betula
100775.png,pinus
041638.png,fraxinus
084452.png,urticaceae
041548.png,tilia
025311.png,quercus
092133.png,fraxinus
077718.png,picea
103083.png,carpinus
112640.png,cupressaceae
018473.png,populus
073338.png,fagus
054159.png,poaceae
035879.png,urticaceae
015194.png,poaceae
074431.png,urticaceae
066820.png,fraxinus
031464.png,betula
088177.png,tilia
064133.png,carpinus
033204.png,corylus
088640.png,pinus
032976.png,cupressaceae
058781.png,alnus
089362.png,pinus
073784.png,betula
037568.png,salix
081449.png,cupressaceae
069066.png,fagus
049471.png,carpinus
057128.png,fraxinus
091252.png,fagus
032957.png,carpinus
019329.png,betula
078980.png,alnus
045680.png,cupressaceae
022210.png,fagus
010036.png,corylus
099735.png,picea
038378.png,quercus
050704.png,populus
055734.png,corylus
004511.png,fagus
027608.png,fraxinus
030612.png,picea
020245.png,pinus
084415.png,carpinus
079343.png,betula
001905.png,fagus
092117.png,urticaceae
000988.png,urticaceae
050650.png,poaceae
108072.png,urticaceae
029933.png,poaceae
023736.png,quercus
051615.png,picea
003777.png,pinus
039618.png,poaceae
103735.png,pinus
091340.png,tilia
040466.png,alnus
066433.png,betula
047836.png,corylus
063331.png,picea
080871.png,salix
109059.png,corylus
013719.png,poaceae
091617.png,alnus
021348.png,pinus
083661.png,quercus
108437.png,populus
108787.png,alnus
086664.png,carpinus
000020.png,carpinus
084400.png,poaceae
101462.png,urticaceae
043019.png,picea
019266.png,populus
112069.png,carpinus
005890.png,fraxinus
029287.png,populus
090979.png,populus
110713.png,fraxinus
031516.png,corylus
105111.png,betula
080668.png,pinus
013316.png,cupressaceae
027597.png,tilia
027404.png,quercus
071526.png,carpinus
091755.png,urticaceae
110941.png,alnus
103418.png,quercus
018863.png,carpinus
045880.png,populus
088326.png,poaceae
105248.png,poaceae
080734.png,pinus
057267.png,cupressaceae
113048.png,carpinus
078855.png,corylus
012776.png,quercus
021435.png,corylus
101197.png,fraxinus
061747.png,fagus
059366.png,corylus
002278.png,fagus
073593.png,pinus
102152.png,cupressaceae
065672.png,fraxinus
044803.png,corylus
037875.png,cupressaceae
078207.png,urticaceae
088349.png,alnus
094382.png,pinus
015634.png,carpinus
018730.png,poaceae
023926.png,pinus
021943.png,fraxinus
001990.png,poaceae
058660.png,poaceae
076316.png,poaceae
061575.png,tilia
093433.png,salix
008818.png,tilia
050571.png,urticaceae
030537.png,corylus
078560.png,quercus
080962.png,alnus
084766.png,fagus
096283.png,betula
056519.png,carpinus
048481.png,picea
078331.png,carpinus
030023.png,populus
068797.png,urticaceae
061301.png,populus
102393.png,tilia
113748.png,fagus
065804.png,poaceae
008366.png,carpinus
073691.png,fraxinus
035814.png,betula
021789.png,cupressaceae
097345.png,populus
055519.png,picea
026178.png,picea
059202.png,pinus
030732.png,carpinus
065063.png,corylus
092346.png,urticaceae
078645.png,picea
016934.png,betula
013800.png,corylus
053709.png,pinus
032230.png,poaceae
048223.png,quercus
094037.png,salix
038841.png,salix
015341.png,cupressaceae
046946.png,betula
114471.png,salix
080972.png,fraxinus
111185.png,poaceae
114825.png,poaceae
023358.png,poaceae
